,team,opponent,date,venue,time,comp,round,day,result,gf,ga,xg,xga,poss,attendance,captain,formation,opp formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season
494,Guadalajara,UNAM,2023-12-03,Away,18:00,Liga MX,Apertura — Quarter-finals,Sun,L,0,3,0.2,1.0,59.0,46659.0,Fernando Beltrán,4-3-3,4-2-3-1,César Arturo Ramos,Match Report,Leg 2 of 2; UNAM won,5.0,0.0,20.6,0.0,0.0,0.0,2023.0
495,Guadalajara,Santos,2024-01-13,Home,19:05,Liga MX,Clausura 2024 Regular Season,Sat,D,1,1,2.0,1.2,67.0,36743.0,Víctor Guzmán,4-3-3,4-2-3-1,Jorge Camacho,Match Report,,19.0,2.0,17.8,1.0,0.0,0.0,2023.0
496,Guadalajara,UANL,2024-01-21,Away,18:00,Liga MX,Clausura 2024 Regular Season,Sun,L,0,1,0.9,0.4,48.0,40283.0,Víctor Guzmán,4-3-3,4-1-4-1,Guillermo Pacheco,Match Report,,16.0,2.0,19.4,0.0,0.0,0.0,2023.0
497,Guadalajara,Tijuana,2024-01-26,Away,19:00,Liga MX,Clausura 2024 Regular Season,Fri,D,1,1,1.6,0.8,53.0,31133.0,Víctor Guzmán,4-3-3,4-4-2,Brian Gonzalez,Match Report,,14.0,5.0,16.0,0.0,0.0,0.0,2023.0
498,Guadalajara,Toluca,2024-01-30,Home,21:05,Liga MX,Clausura 2024 Regular Season,Tue,W,3,2,2.2,1.9,40.0,35998.0,Víctor Guzmán,4-3-3,4-2-3-1,Fernando Hernández,Match Report,,17.0,8.0,16.6,0.0,0.0,0.0,2023.0
499,Guadalajara,Atlético,2024-02-04,Away,19:00,Liga MX,Clausura 2024 Regular Season,Sun,W,2,0,2.4,0.5,45.0,22044.0,Víctor Guzmán,4-3-3,4-4-2,Oscar Mejia,Match Report,,8.0,3.0,17.9,0.0,2.0,2.0,2023.0
500,Guadalajara,FC Juárez,2024-02-10,Home,17:05,Liga MX,Clausura 2024 Regular Season,Sat,W,2,1,2.1,1.0,63.0,33831.0,Víctor Guzmán,4-3-3,3-4-3,Vicente Arce,Match Report,,17.0,6.0,20.3,1.0,0.0,0.0,2023.0
501,Guadalajara,Mazatlán,2024-02-16,Away,20:00,Liga MX,Clausura 2024 Regular Season,Fri,D,2,2,1.5,1.1,45.0,17787.0,Víctor Guzmán,4-3-3,4-2-3-1,Adonai Escobedo,Match Report,,6.0,3.0,21.6,0.0,1.0,1.0,2023.0
502,Guadalajara,Necaxa,2024-02-20,Away,21:00,Liga MX,Clausura 2024 Regular Season,Tue,L,0,1,0.7,1.6,71.0,20786.0,Víctor Guzmán,4-3-3,4-1-2-1-2,Brian Gonzalez,Match Report,,14.0,1.0,20.4,0.0,0.0,0.0,2023.0
503,Guadalajara,UNAM,2024-02-24,Home,19:05,Liga MX,Clausura 2024 Regular Season,Sat,W,3,1,1.6,1.1,50.0,34574.0,Víctor Guzmán,4-3-3,4-5-1,Óscar Macias,Match Report,,17.0,5.0,18.0,0.0,0.0,0.0,2023.0
504,Guadalajara,Cruz Azul,2024-03-02,Away,19:05,Liga MX,Clausura 2024 Regular Season,Sat,L,0,3,0.3,1.2,37.0,67623.0,Víctor Guzmán,4-3-3,3-4-3,César Arturo Ramos,Match Report,,7.0,2.0,24.6,0.0,0.0,0.0,2023.0
505,Guadalajara,León,2024-03-09,Home,17:05,Liga MX,Clausura 2024 Regular Season,Sat,L,1,2,1.7,1.5,66.0,33541.0,Víctor Guzmán,4-3-3,4-4-2,Daniel Quintero,Match Report,,11.0,3.0,19.3,0.0,1.0,1.0,2023.0
506,Guadalajara,América,2024-03-16,Home,21:05,Liga MX,Clausura 2024 Regular Season,Sat,D,0,0,0.6,1.0,38.0,42650.0,Javier Hernández,4-2-3-1,4-2-3-1,Fernando Hernández,Match Report,,10.0,2.0,18.2,0.0,0.0,0.0,2023.0
507,Guadalajara,Monterrey,2024-03-30,Away,19:00,Liga MX,Clausura 2024 Regular Season,Sat,W,2,0,1.0,1.1,61.0,46165.0,Víctor Guzmán,4-3-3,4-2-3-1,Adonai Escobedo,Match Report,,11.0,5.0,27.9,0.0,0.0,0.0,2023.0
508,Guadalajara,Puebla,2024-04-06,Home,19:05,Liga MX,Clausura 2024 Regular Season,Sat,W,3,2,2.2,1.3,50.0,35980.0,Javier Hernández,4-2-3-1,4-4-2,Fernando Guerrero,Match Report,,18.0,7.0,19.2,3.0,0.0,0.0,2023.0
509,Guadalajara,Pachuca,2024-04-13,Away,18:00,Liga MX,Clausura 2024 Regular Season,Sat,W,1,0,0.4,0.9,45.0,20804.0,Isaác Brizuela,4-2-3-1,4-2-3-1,Jesus Lopez,Match Report,,9.0,2.0,22.2,0.0,0.0,0.0,2023.0
510,Guadalajara,Querétaro,2024-04-20,Home,20:05,Liga MX,Clausura 2024 Regular Season,Sat,W,2,0,0.8,0.8,62.0,37040.0,Isaác Brizuela,4-2-3-1,4-4-2,Oscar Mejia,Match Report,,13.0,6.0,17.7,0.0,0.0,0.0,2023.0
511,Guadalajara,Atlas,2024-04-27,Away,22:10,Liga MX,Clausura 2024 Regular Season,Sat,W,1,0,1.2,0.4,58.0,40327.0,Isaác Brizuela,4-2-3-1,4-3-3,Marco Antonio Ortíz,Match Report,,14.0,2.0,18.1,1.0,0.0,0.0,2023.0
512,Guadalajara,Toluca,2024-05-08,Home,20:05,Liga MX,Clausura — Quarter-finals,Wed,W,1,0,0.1,0.4,52.0,40458.0,Javier Hernández,4-2-3-1,4-2-3-1,Oscar Mejia,Match Report,Leg 1 of 2,3.0,1.0,22.4,0.0,0.0,0.0,2023.0
513,Guadalajara,Toluca,2024-05-11,Away,21:10,Liga MX,Clausura — Quarter-finals,Sat,D,0,0,1.0,1.6,44.0,27273.0,Víctor Guzmán,4-5-1,4-2-3-1,César Arturo Ramos,Match Report,Leg 2 of 2; Guadalajara won,9.0,3.0,21.5,0.0,0.0,0.0,2023.0
514,Guadalajara,América,2024-05-15,Home,21:05,Liga MX,Clausura — Semi-finals,Wed,D,0,0,0.8,0.6,45.0,43628.0,Víctor Guzmán,4-5-1,4-2-3-1,Oscar Mejia,Match Report,Leg 1 of 2,17.0,4.0,20.1,1.0,0.0,0.0,2023.0
515,Guadalajara,América,2024-05-18,Away,21:00,Liga MX,Clausura — Semi-finals,Sat,L,0,1,0.6,1.0,49.0,70187.0,Víctor Guzmán,4-5-1,4-2-3-1,César Arturo Ramos,Match Report,Leg 2 of 2; América won,13.0,2.0,17.3,0.0,0.0,0.0,2023.0
516,Pumas UNAM,Tijuana,2023-06-30,Away,20:00,Liga MX,Apertura 2023 Regular Season,Fri,W,3,2,2.7,1.2,44.0,26158.0,Adrián Aldrete,4-4-2,4-2-3-1,Daniel Quintero,Match Report,,12.0,6.0,21.3,1.0,1.0,1.0,2023.0
517,Pumas UNAM,Mazatlán,2023-07-09,Home,13:00,Liga MX,Apertura 2023 Regular Season,Sun,D,0,0,1.1,0.8,55.0,20844.0,Adrián Aldrete,4-4-2,4-2-3-1,Óscar Macias,Match Report,,17.0,3.0,16.7,1.0,0.0,0.0,2023.0
518,Pumas UNAM,Pachuca,2023-07-16,Away,21:15,Liga MX,Apertura 2023 Regular Season,Sun,D,1,1,0.7,1.1,47.0,9396.0,Adrián Aldrete,4-2-3-1,3-5-2,Oscar Mejia,Match Report,,7.0,1.0,20.1,0.0,0.0,0.0,2023.0
519,Pumas UNAM,Toluca,2023-08-18,Home,22:00,Liga MX,Apertura 2023 Regular Season,Fri,D,1,1,3.8,0.9,44.0,16970.0,Adrián Aldrete,4-1-4-1,4-2-3-1,Luis Enrique Santander,Match Report,,22.0,5.0,15.6,0.0,0.0,0.0,2023.0
520,Pumas UNAM,FC Juárez,2023-08-22,Away,21:06,Liga MX,Apertura 2023 Regular Season,Tue,L,1,4,1.7,1.9,63.0,10430.0,Adrián Aldrete,4-1-4-1,4-2-3-1,Iván López,Match Report,,18.0,8.0,16.7,1.0,0.0,0.0,2023.0
521,Pumas UNAM,UANL,2023-08-27,Home,19:05,Liga MX,Apertura 2023 Regular Season,Sun,W,2,1,1.8,0.4,38.0,17580.0,Juan Ignacio Dinenno,4-4-2,4-2-3-1,Fernando Hernández,Match Report,,11.0,5.0,18.5,0.0,1.0,1.0,2023.0
522,Pumas UNAM,Santos,2023-09-02,Away,20:00,Liga MX,Apertura 2023 Regular Season,Sat,L,1,2,0.9,1.8,59.0,14908.0,Juan Ignacio Dinenno,4-4-2,4-1-3-2,Fernando Guerrero,Match Report,,13.0,3.0,17.8,0.0,0.0,0.0,2023.0
523,Pumas UNAM,Atlético,2023-09-17,Home,13:00,Liga MX,Apertura 2023 Regular Season,Sun,W,3,2,2.1,0.5,57.0,14186.0,Adrián Aldrete,4-4-2,4-2-3-1,César Arturo Ramos,Match Report,,24.0,8.0,17.8,1.0,0.0,0.0,2023.0
524,Pumas UNAM,Puebla,2023-09-22,Away,22:10,Liga MX,Apertura 2023 Regular Season,Fri,W,2,0,2.0,0.7,42.0,20696.0,Adrián Aldrete,4-2-3-1,4-4-2,Guillermo Pacheco,Match Report,,12.0,4.0,25.2,0.0,2.0,2.0,2023.0
525,Pumas UNAM,América,2023-09-30,Away,19:40,Liga MX,Apertura 2023 Regular Season,Sat,L,0,1,0.6,1.9,51.0,62707.0,Eduardo Salvio,4-2-3-1,4-4-2,Víctor Cáceres,Match Report,,17.0,2.0,20.3,1.0,0.0,0.0,2023.0
526,Pumas UNAM,Querétaro,2023-10-04,Home,20:00,Liga MX,Apertura 2023 Regular Season,Wed,W,4,0,1.9,0.2,68.0,8074.0,Adrián Aldrete,4-2-3-1,4-4-2,Luis Enrique Santander,Match Report,,13.0,6.0,22.3,0.0,1.0,1.0,2023.0
527,Pumas UNAM,Cruz Azul,2023-10-07,Away,22:10,Liga MX,Apertura 2023 Regular Season,Sat,W,4,1,1.5,2.0,39.0,28878.0,Adrián Aldrete,4-4-2,5-4-1,César Arturo Ramos,Match Report,,9.0,5.0,21.5,0.0,1.0,1.0,2023.0
528,Pumas UNAM,Monterrey,2023-10-22,Home,13:00,Liga MX,Apertura 2023 Regular Season,Sun,L,0,1,1.0,0.3,52.0,26885.0,Adrián Aldrete,4-2-3-1,4-3-3,Ismael Lopez,Match Report,,11.0,3.0,17.4,0.0,0.0,0.0,2023.0
529,Pumas UNAM,Necaxa,2023-10-27,Away,20:00,Liga MX,Apertura 2023 Regular Season,Fri,L,0,1,0.5,0.9,51.0,12201.0,Adrián Aldrete,4-2-3-1,4-4-2,Abraham Quirarte,Match Report,,10.0,0.0,23.4,1.0,0.0,0.0,2023.0
530,Pumas UNAM,León,2023-10-31,Away,21:10,Liga MX,Apertura 2023 Regular Season,Tue,D,1,1,0.9,1.3,35.0,22898.0,Adrián Aldrete,4-2-3-1,5-4-1,Adonai Escobedo,Match Report,,16.0,6.0,19.9,0.0,0.0,0.0,2023.0
531,Pumas UNAM,Atlas,2023-11-05,Home,12:00,Liga MX,Apertura 2023 Regular Season,Sun,W,3,0,3.9,0.3,42.0,17297.0,Adrián Aldrete,4-4-2,4-4-2,Fernando Guerrero,Match Report,,25.0,8.0,16.3,1.0,1.0,1.0,2023.0
532,Pumas UNAM,Guadalajara,2023-11-11,Home,19:00,Liga MX,Apertura 2023 Regular Season,Sat,W,1,0,1.1,1.0,47.0,46823.0,Adrián Aldrete,4-2-3-1,4-3-3,Oscar Mejia,Match Report,,15.0,6.0,14.5,0.0,0.0,0.0,2023.0
533,Pumas UNAM,Guadalajara,2023-11-30,Away,21:05,Liga MX,Apertura — Quarter-finals,Thu,L,0,1,0.4,1.2,51.0,33438.0,Adrián Aldrete,4-2-3-1,4-3-3,Fernando Hernández,Match Report,Leg 1 of 2,8.0,2.0,16.2,0.0,0.0,0.0,2023.0
534,Pumas UNAM,Guadalajara,2023-12-03,Home,18:00,Liga MX,Apertura — Quarter-finals,Sun,W,3,0,1.0,0.2,41.0,46659.0,Adrián Aldrete,4-2-3-1,4-3-3,César Arturo Ramos,Match Report,Leg 2 of 2; UNAM won,6.0,2.0,22.0,0.0,1.0,1.0,2023.0
535,Pumas UNAM,UANL,2023-12-07,Home,21:00,Liga MX,Apertura — Semi-finals,Thu,L,0,1,0.5,0.6,39.0,44276.0,Eduardo Salvio,4-2-3-1,4-2-3-1,Marco Antonio Ortíz,Match Report,Leg 1 of 2,12.0,6.0,17.4,0.0,0.0,0.0,2023.0
536,Pumas UNAM,UANL,2023-12-10,Away,20:00,Liga MX,Apertura — Semi-finals,Sun,D,1,1,1.6,0.6,47.0,41615.0,Adrián Aldrete,4-2-3-1,4-2-3-1,Fernando Guerrero,Match Report,Leg 2 of 2; UANL won,8.0,2.0,17.2,0.0,0.0,1.0,2023.0
537,Pumas UNAM,FC Juárez,2024-01-14,Home,12:00,Liga MX,Clausura 2024 Regular Season,Sun,W,1,0,1.3,0.6,56.0,22057.0,Adrián Aldrete,4-2-3-1,4-2-3-1,Charles Terrazas,Match Report,,16.0,2.0,14.7,0.0,0.0,0.0,2023.0
538,Pumas UNAM,Atlético,2024-01-19,Away,21:00,Liga MX,Clausura 2024 Regular Season,Fri,L,1,3,2.6,1.9,53.0,22262.0,Adrián Aldrete,4-2-2-2,4-3-3,Iván López,Match Report,,20.0,8.0,14.5,0.0,0.0,0.0,2023.0
539,Pumas UNAM,Pachuca,2024-01-28,Home,17:15,Liga MX,Clausura 2024 Regular Season,Sun,W,3,1,1.1,1.4,44.0,21241.0,Adrián Aldrete,4-2-3-1,4-2-3-1,Maximiliano Quintero,Match Report,,8.0,4.0,17.3,1.0,0.0,0.0,2023.0
540,Pumas UNAM,Necaxa,2024-01-31,Home,21:00,Liga MX,Clausura 2024 Regular Season,Wed,D,2,2,2.8,0.7,71.0,19261.0,Adrián Aldrete,4-2-3-1,4-4-2,César Arturo Ramos,Match Report,,23.0,7.0,16.7,2.0,0.0,0.0,2023.0
541,Pumas UNAM,UANL,2024-02-03,Away,19:05,Liga MX,Clausura 2024 Regular Season,Sat,D,2,2,0.6,1.6,44.0,41036.0,Adrián Aldrete,4-2-3-1,5-4-1,Fernando Hernández,Match Report,,9.0,2.0,16.5,0.0,0.0,0.0,2023.0
542,Pumas UNAM,Puebla,2024-02-11,Home,12:00,Liga MX,Clausura 2024 Regular Season,Sun,W,3,0,1.5,0.5,52.0,17488.0,Eduardo Salvio,4-2-3-1,5-3-2,Guillermo Pacheco,Match Report,,12.0,6.0,16.0,0.0,0.0,0.0,2023.0
543,Pumas UNAM,Atlas,2024-02-14,Away,21:00,Liga MX,Clausura 2024 Regular Season,Wed,D,0,0,0.5,0.4,48.0,16344.0,Eduardo Salvio,4-5-1,4-4-2,Jesus Lopez,Match Report,,12.0,1.0,20.4,0.0,0.0,0.0,2023.0
544,Pumas UNAM,Santos,2024-02-18,Home,18:05,Liga MX,Clausura 2024 Regular Season,Sun,W,3,0,2.2,0.2,49.0,22314.0,Eduardo Salvio,4-2-3-1,4-2-3-1,Ismael Lopez,Match Report,,23.0,9.0,17.0,1.0,0.0,0.0,2023.0
545,Pumas UNAM,Guadalajara,2024-02-24,Away,19:05,Liga MX,Clausura 2024 Regular Season,Sat,L,1,3,1.1,1.6,50.0,34574.0,Eduardo Salvio,4-5-1,4-3-3,Óscar Macias,Match Report,,13.0,2.0,26.9,0.0,1.0,1.0,2023.0
546,Pumas UNAM,Monterrey,2024-03-03,Away,19:00,Liga MX,Clausura 2024 Regular Season,Sun,L,0,3,0.4,2.6,40.0,47090.0,Eduardo Salvio,4-2-3-1,4-4-2,Víctor Cáceres,Match Report,,10.0,3.0,18.0,0.0,0.0,0.0,2023.0
547,Pumas UNAM,Tijuana,2024-03-10,Home,12:00,Liga MX,Clausura 2024 Regular Season,Sun,D,3,3,1.0,2.9,44.0,18064.0,Eduardo Salvio,4-2-3-1,5-3-2,Marco Antonio Ortíz,Match Report,,14.0,4.0,24.4,1.0,0.0,0.0,2023.0
548,Pumas UNAM,Toluca,2024-03-17,Away,19:00,Liga MX,Clausura 2024 Regular Season,Sun,L,0,3,0.6,3.1,51.0,27273.0,Eduardo Salvio,5-3-2,4-2-3-1,César Arturo Ramos,Match Report,,7.0,2.0,17.3,0.0,0.0,0.0,2023.0
549,Pumas UNAM,Cruz Azul,2024-03-30,Home,21:05,Liga MX,Clausura 2024 Regular Season,Sat,D,0,0,0.9,0.4,43.0,41121.0,Eduardo Salvio,4-4-2,4-1-3-2,Fernando Hernández,Match Report,,11.0,2.0,18.8,0.0,0.0,0.0,2023.0
550,Pumas UNAM,Mazatlán,2024-04-05,Away,18:00,Liga MX,Clausura 2024 Regular Season,Fri,W,4,0,0.9,1.0,50.0,12620.0,Eduardo Salvio,4-2-3-1,4-2-3-1,Víctor Cáceres,Match Report,,12.0,7.0,19.2,1.0,0.0,0.0,2023.0
551,Pumas UNAM,León,2024-04-14,Home,19:00,Liga MX,Clausura 2024 Regular Season,Sun,W,1,0,1.5,0.5,62.0,23127.0,Eduardo Salvio,4-4-1-1,4-2-3-1,Daniel Quintero,Match Report,,18.0,5.0,18.7,0.0,0.0,0.0,2023.0
552,Pumas UNAM,América,2024-04-20,Home,22:10,Liga MX,Clausura 2024 Regular Season,Sat,W,2,1,0.6,1.4,40.0,44670.0,Lisandro Magallán,4-1-4-1,4-4-2,Fernando Guerrero,Match Report,,11.0,3.0,20.8,1.0,0.0,0.0,2023.0
553,Pumas UNAM,Querétaro,2024-04-26,Away,22:10,Liga MX,Clausura 2024 Regular Season,Fri,D,1,1,1.1,1.9,58.0,26265.0,Lisandro Magallán,4-2-3-1,4-4-2,Ismael Lopez,Match Report,,17.0,3.0,20.9,1.0,0.0,0.0,2023.0
554,Pumas UNAM,Pachuca,2024-05-02,Away,22:15,Liga MX,Clausura — 7-seed match,Thu,D,0 (5),0 (3),0.4,0.4,36.0,12168.0,Eduardo Salvio,4-2-3-1,4-2-3-1,Adonai Escobedo,Match Report,UNAM won on penalty kicks following extra time,8.0,2.0,17.1,1.0,0.0,0.0,2023.0
555,Pumas UNAM,Cruz Azul,2024-05-09,Home,20:00,Liga MX,Clausura — Quarter-finals,Thu,L,0,2,0.7,2.1,46.0,40418.0,Adrián Aldrete,4-2-3-1,3-1-4-2,Luis Enrique Santander,Match Report,Leg 1 of 2,15.0,3.0,20.9,1.0,0.0,0.0,2023.0
556,Pumas UNAM,Cruz Azul,2024-05-12,Away,20:00,Liga MX,Clausura — Quarter-finals,Sun,D,2,2,0.9,2.6,58.0,27228.0,Lisandro Magallán,4-2-3-1,5-4-1,Daniel Quintero,Match Report,Leg 2 of 2; Cruz Azul won,16.0,6.0,20.2,1.0,0.0,0.0,2023.0
557,Toluca,Necaxa,2023-07-02,Home,13:00,Liga MX,Apertura 2023 Regular Season,Sun,D,0,0,1.2,1.1,69.0,23011.0,Valber Huerta,4-4-2,5-4-1,Iván López,Match Report,,16.0,3.0,18.3,1.0,0.0,0.0,2023.0
558,Toluca,Cruz Azul,2023-07-08,Away,18:50,Liga MX,Apertura 2023 Regular Season,Sat,W,2,0,2.1,0.5,56.0,15939.0,Valber Huerta,4-4-2,3-4-3,Ismael Lopez,Match Report,,11.0,6.0,17.7,1.0,1.0,1.0,2023.0
559,Toluca,FC Juárez,2023-07-16,Home,13:00,Liga MX,Apertura 2023 Regular Season,Sun,L,2,4,2.0,1.9,46.0,22931.0,Valber Huerta,3-4-3,4-4-2,Charles Terrazas,Match Report,,12.0,4.0,18.9,0.0,1.0,1.0,2023.0
560,Toluca,UNAM,2023-08-18,Away,22:00,Liga MX,Apertura 2023 Regular Season,Fri,D,1,1,0.9,3.8,56.0,16970.0,Valber Huerta,4-2-3-1,4-1-4-1,Luis Enrique Santander,Match Report,,10.0,4.0,16.8,0.0,0.0,0.0,2023.0
561,Toluca,Atlas,2023-08-26,Away,18:00,Liga MX,Apertura 2023 Regular Season,Sat,D,0,0,0.8,0.9,41.0,15657.0,Valber Huerta,4-4-2,4-3-3,Guillermo Pacheco,Match Report,,8.0,2.0,13.2,0.0,0.0,0.0,2023.0
562,Toluca,Monterrey,2023-08-30,Home,20:00,Liga MX,Apertura 2023 Regular Season,Wed,W,1,0,0.5,1.2,50.0,22432.0,Marcel Ruiz,4-2-3-1,4-4-2,Diego Montaño,Match Report,,12.0,5.0,22.2,1.0,0.0,0.0,2023.0
563,Toluca,Pachuca,2023-09-03,Home,13:00,Liga MX,Apertura 2023 Regular Season,Sun,W,5,0,4.2,0.4,66.0,23711.0,Valber Huerta,4-2-3-1,4-4-2,Marco Antonio Ortíz,Match Report,,13.0,6.0,14.2,0.0,1.0,1.0,2023.0
564,Toluca,Tijuana,2023-09-15,Away,20:00,Liga MX,Apertura 2023 Regular Season,Fri,L,1,2,0.4,1.1,63.0,18633.0,Valber Huerta,4-4-2,4-2-3-1,Erick Miranda,Match Report,,6.0,2.0,11.1,0.0,0.0,0.0,2023.0
565,Toluca,América,2023-09-24,Home,13:00,Liga MX,Apertura 2023 Regular Season,Sun,D,1,1,1.5,2.0,49.0,27273.0,Valber Huerta,4-4-2,4-2-3-1,Adonai Escobedo,Match Report,,13.0,4.0,18.0,1.0,0.0,0.0,2023.0
566,Toluca,Guadalajara,2023-10-01,Home,18:20,Liga MX,Apertura 2023 Regular Season,Sun,D,1,1,1.7,0.7,71.0,27273.0,Valber Huerta,4-2-3-1,5-3-2,Daniel Quintero,Match Report,,17.0,6.0,18.7,1.0,0.0,0.0,2023.0
567,Toluca,UANL,2023-10-04,Away,22:00,Liga MX,Apertura 2023 Regular Season,Wed,D,2,2,1.1,0.8,43.0,37117.0,Valber Huerta,4-2-3-1,4-2-3-1,César Arturo Ramos,Match Report,,10.0,6.0,18.0,0.0,0.0,0.0,2023.0
568,Toluca,Querétaro,2023-10-08,Home,13:00,Liga MX,Apertura 2023 Regular Season,Sun,W,3,1,3.6,1.1,73.0,21941.0,Valber Huerta,4-2-3-1,4-4-2,Fernando Hernández,Match Report,,23.0,9.0,15.6,0.0,1.0,1.0,2023.0
569,Toluca,León,2023-10-21,Away,18:00,Liga MX,Apertura 2023 Regular Season,Sat,L,0,1,1.3,1.2,59.0,20050.0,Valber Huerta,4-2-3-1,4-1-2-1-2,Oscar Mejia,Match Report,,16.0,2.0,18.2,3.0,0.0,0.0,2023.0
570,Toluca,Atlético,2023-10-29,Home,12:00,Liga MX,Apertura 2023 Regular Season,Sun,W,3,1,1.5,0.9,55.0,23924.0,Valber Huerta,4-2-3-1,4-2-3-1,César Arturo Ramos,Match Report,,14.0,5.0,14.7,0.0,0.0,0.0,2023.0
571,Toluca,Puebla,2023-10-31,Home,19:00,Liga MX,Apertura 2023 Regular Season,Tue,L,0,1,1.2,1.4,58.0,23808.0,Valber Huerta,4-2-3-1,4-4-2,Óscar Macias,Match Report,,13.0,4.0,15.2,0.0,0.0,0.0,2023.0
572,Toluca,Santos,2023-11-05,Away,18:10,Liga MX,Apertura 2023 Regular Season,Sun,L,1,3,1.7,2.3,68.0,12367.0,Valber Huerta,4-2-3-1,4-2-3-1,Víctor Cáceres,Match Report,,18.0,6.0,16.5,0.0,0.0,0.0,2023.0
573,Toluca,Mazatlán,2023-11-10,Away,18:06,Liga MX,Apertura 2023 Regular Season,Fri,L,0,1,0.5,0.9,59.0,14509.0,Valber Huerta,4-4-2,4-2-3-1,Adonai Escobedo,Match Report,,8.0,2.0,15.1,0.0,0.0,0.0,2023.0
574,Toluca,Querétaro,2024-01-12,Away,19:00,Liga MX,Clausura 2024 Regular Season,Fri,D,2,2,1.1,0.7,65.0,13428.0,Valber Huerta,5-4-1,4-4-2,Abraham Quirarte,Match Report,,17.0,4.0,16.8,0.0,0.0,0.0,2023.0
575,Toluca,Mazatlán,2024-01-20,Home,17:00,Liga MX,Clausura 2024 Regular Season,Sat,W,4,1,2.7,2.0,60.0,23387.0,Valber Huerta,4-2-3-1,5-3-2,Jorge Camacho,Match Report,,13.0,4.0,19.1,0.0,1.0,1.0,2023.0
576,Toluca,Puebla,2024-01-26,Away,19:00,Liga MX,Clausura 2024 Regular Season,Fri,D,1,1,0.8,1.0,59.0,15864.0,Valber Huerta,3-4-3,4-4-2,Iván López,Match Report,,15.0,4.0,20.2,0.0,0.0,0.0,2023.0
577,Toluca,Guadalajara,2024-01-30,Away,21:05,Liga MX,Clausura 2024 Regular Season,Tue,L,2,3,1.9,2.2,60.0,35998.0,Valber Huerta,4-2-3-1,4-3-3,Fernando Hernández,Match Report,,18.0,6.0,17.2,0.0,0.0,0.0,2023.0
578,Toluca,León,2024-02-03,Home,17:00,Liga MX,Clausura 2024 Regular Season,Sat,W,4,1,2.1,0.6,61.0,25171.0,Valber Huerta,4-2-3-1,4-5-1,Ismael Lopez,Match Report,,14.0,8.0,16.0,0.0,0.0,0.0,2023.0
579,Toluca,Necaxa,2024-02-10,Away,17:00,Liga MX,Clausura 2024 Regular Season,Sat,D,3,3,2.7,1.9,64.0,15540.0,Valber Huerta,4-2-3-1,5-3-2,Daniel Quintero,Match Report,,20.0,10.0,13.2,0.0,0.0,0.0,2023.0
580,Toluca,Monterrey,2024-02-18,Away,20:10,Liga MX,Clausura 2024 Regular Season,Sun,D,0,0,0.2,1.7,42.0,46189.0,Valber Huerta,4-2-3-1,4-2-3-1,Luis Enrique Santander,Match Report,,4.0,0.0,21.5,0.0,0.0,0.0,2023.0
581,Toluca,Santos,2024-02-21,Home,19:00,Liga MX,Clausura 2024 Regular Season,Wed,W,1,0,1.1,0.4,49.0,22999.0,Claudio Baeza,4-2-3-1,5-4-1,Abraham Quirarte,Match Report,,5.0,0.0,19.3,0.0,1.0,1.0,2023.0
582,Toluca,Tijuana,2024-02-25,Home,12:00,Liga MX,Clausura 2024 Regular Season,Sun,W,2,0,1.5,0.6,50.0,21297.0,Marcel Ruiz,4-2-3-1,4-2-3-1,Diego Montaño,Match Report,,15.0,5.0,17.3,1.0,0.0,0.0,2023.0
583,Toluca,UANL,2024-03-02,Home,17:00,Liga MX,Clausura 2024 Regular Season,Sat,W,2,1,2.7,0.5,61.0,27273.0,Claudio Baeza,4-2-3-1,4-2-3-1,Adonai Escobedo,Match Report,,22.0,6.0,21.1,0.0,1.0,1.0,2023.0
584,Toluca,FC Juárez,2024-03-08,Away,20:10,Liga MX,Clausura 2024 Regular Season,Fri,D,1,1,0.7,0.5,56.0,11623.0,Claudio Baeza,4-2-3-1,4-2-3-1,Fernando Guerrero,Match Report,,11.0,1.0,19.4,0.0,0.0,0.0,2023.0
585,Toluca,UNAM,2024-03-17,Home,19:00,Liga MX,Clausura 2024 Regular Season,Sun,W,3,0,3.1,0.6,49.0,27273.0,Claudio Baeza,4-2-3-1,5-3-2,César Arturo Ramos,Match Report,,16.0,4.0,18.7,0.0,1.0,1.0,2023.0
586,Toluca,Pachuca,2024-03-30,Away,19:00,Liga MX,Clausura 2024 Regular Season,Sat,W,3,2,1.6,1.6,49.0,20059.0,Tiago Volpi,4-2-3-1,4-2-3-1,Daniel Quintero,Match Report,,12.0,4.0,18.1,0.0,1.0,1.0,2023.0
587,Toluca,Atlas,2024-04-07,Home,13:00,Liga MX,Clausura 2024 Regular Season,Sun,W,4,1,1.2,0.5,58.0,27273.0,Claudio Baeza,4-2-3-1,4-3-3,Karen Hernández,Match Report,,13.0,6.0,16.6,0.0,0.0,0.0,2023.0
588,Toluca,América,2024-04-13,Away,20:05,Liga MX,Clausura 2024 Regular Season,Sat,L,1,5,1.1,4.8,57.0,65644.0,Claudio Baeza,4-2-3-1,4-2-3-1,Adonai Escobedo,Match Report,,11.0,5.0,16.8,1.0,0.0,0.0,2023.0
